hr,name,flamsteed,bayer,bayer_sup,cst,hd,sao,var_id,ra_deg_j2000,dec_deg_j2000,vmag,vmag_code,b_v,sp_type,pm_ra_arcsec,pm_de_arcsec,parallax_arcsec,is_ghost
7138,,,,,,175576,47902,,283.559583,41.225556,7.3,R,,F5,0.034,0.017,,false
7139, 12Del2Lyr,12,Del,2,Lyr,175588,67559,Del2 Lyr,283.625833,36.898889,4.3,,1.68,M4II,-0.009,0.01,-0.001,false
7140,,,,,,175635,67566,,283.71875,33.968611,6.02,,0.91,G8III+A2,-0.008,0.003,,false
7141, 63The1Ser,63,The,1,Ser,175638,124068,11557,284.055,4.203611,4.62,,0.17,A5V,0.049,0.031,0.03,false
7142, 63The2Ser,63,The,2,Ser,175639,124070,,284.060833,4.201944,4.98,,0.2,A5Vn,0.049,0.026,0.03,false
7143,,,,,,175640,142825,,284.094583,-1.8,6.22,,-0.05,B9III,-0.005,-0.022,,false
7144,,,,,,175679,124073,,284.106667,2.471111,6.15,,0.97,G8III,0.007,-0.011,,false
7145, 36Xi 1Sgr,36,Xi,1,Sgr,175687,187498,,284.335417,-20.656389,5.08,,0.13,A0II,-0.001,-0.007,-0.006,false
7146,,,,,,175740,47909,,283.7175,41.602778,5.44,,1.03,K0III,0.002,-0.002,,false
7147,,,,,,175744,104271,V828 Her,284.01625,17.995,6.63,,-0.04,B9pSi,0.011,-0.018,,false
7148,,,,,,175743,104272,,284.025833,18.105278,5.69,,1.09,K1III,-0.041,-0.162,0.004,false
7149,   Eta Sct,,Eta,,Sct,175751,142838,,284.265417,-5.846111,4.83,,1.08,K2III,0.066,-0.036,0.039,false
7150, 37Xi 2Sgr,37,Xi,2,Sgr,175775,187504,,284.4325,-21.106667,3.51,,1.18,K1III,0.033,-0.012,0.011,false
7151,,,,,,175794,210773,,284.58875,-31.036111,6.12,,1.35,K3III,-0.045,-0.056,,false
7152,   Eps CrA,,Eps,,CrA,175813,210781,Eps CrA,284.680833,-37.1075,4.87,,0.41,F2V,-0.132,-0.105,0.032,false
7153,,,,,,175823,31252,,283.442917,57.486944,6.22,,1.23,gK5,0.018,-0.006,,false
7154,,,,,,175824,47913,,283.69625,48.859722,5.77,,0.43,F3III,-0.061,-0.118,0.017,false
7155,,,,,,175852,187517,,284.585417,-24.876667,6.62,,0.08,A0,0.007,0.003,,false
7156,,,,,,175855,210786,,284.79625,-39.534722,6.49,,-0.04,A0,0.009,-0.035,,false
7157, 13    Lyr,13,,,Lyr,175865,47919,R Lyr,283.83375,43.946111,4.04,,1.59,M5III,0.023,0.083,0.0,false
7158, 64    Ser,64,,,Ser,175869,124089,,284.319167,2.535278,5.57,,0.0,B9IIIep:Hg:,-0.005,-0.012,,false
7159,,,,,,175892,187519,,284.6025,-22.529444,6.14,,0.09,A2V,-0.022,0.017,,false
7160,,,,,,175938,9256,,281.40875,79.9425,6.39,,0.28,A8V,0.015,0.057,,false
7161,,,,,,175986,254446,,285.87375,-68.755278,5.88,,0.56,F8V,-0.015,-0.003,,false
7162,,,,,,176051,67612,,284.256667,32.901389,5.22,,0.59,F9V,0.172,-0.157,0.057,false
7163,,,,,,176095,124112,,284.599167,6.240278,6.21,,0.46,F5IV,-0.003,-0.104,,false
7164,,,,,,176123,162050,,284.861667,-18.566944,6.37,,0.99,G3II,0.003,-0.043,,false
7165,,,,,,176155,104296,FF Aql,284.56125,17.360833,5.38,,0.8,F8Ib,-0.003,-0.007,-0.007,false
7166,,,,,,176162,162052,Var,284.849167,-12.840556,5.53,,-0.04,B5IV,0.002,-0.018,0.006,false
7167, 10    Aql,10,,,Aql,176232,104303,V1286 Aql,284.695417,13.906667,5.89,,0.25,F0pSrEu,-0.002,-0.052,,false
7168,,,,,,176246,187562,,285.103333,-24.942222,6.36,,1.25,gK0,0.055,0.044,,false
7169,,,,,,176269,210815,,285.263333,-37.060833,6.69,,,B9V,0.011,-0.02,,false
7170,,,,,,176270,210816,,285.267917,-37.061944,6.4,,-0.03,B8V-IV,0.01,-0.04,,false
7171,,,,,,176301,104306,,284.687917,19.794167,6.5,,-0.04,B7III-IV,0.004,-0.004,,false
7172, 11    Aql,11,,,Aql,176303,104308,11618,284.77375,13.6225,5.23,,0.53,F8V,0.014,-0.123,0.039,false
7173,,,,,,176304,104313,,284.822917,10.140833,6.75,,0.25,B2Vp,0.025,-0.011,,false
7174,,,,,,176318,67642,,284.507917,38.266111,5.89,,-0.17,B7IV,0.001,0.0,,false
7175, 48    Dra,48,,,Dra,176408,31284,,284.1875,57.815,5.66,,1.15,K1III,-0.029,-0.062,0.018,false
7176, 13Eps Aql,13,Eps,,Aql,176411,104318,,284.905833,15.068333,4.02,,1.08,K1-IIICN0.5Ba0.2,-0.051,-0.073,0.028,false
7177,,,,,,176425,229446,,285.53625,-41.91,6.23,,0.0,A0V,0.048,0.002,,false
7178, 14Gam Lyr,14,Gam,,Lyr,176437,67663,11624,284.735833,32.689444,3.24,,-0.05,B9III,-0.002,0.002,0.021,false
7179,,,,,,176502,47965,,284.694167,40.679167,6.22,,-0.16,B3V,0.008,0.0,,false
7180, 52Ups Dra,52,Ups,,Dra,176524,9283,,283.599583,71.297222,4.82,,1.15,K0IIIBa0.2,0.049,0.044,0.014,false
7181,,,,,,176527,86673,,284.939583,26.230556,5.27,,1.24,K2III,0.088,-0.008,-0.002,false
7182,,,,,,176537,187584,,285.4075,-22.695556,6.24,,1.66,K5,0.004,0.0,,false
7183,,,,,,176541,86675,,284.992083,22.814722,6.29,,1.75,M3.5IIIab,-0.022,0.012,,false
7184,,,,,,176560,31292,,284.368333,58.225278,6.46,,0.08,A2IV,0.014,0.047,-0.008,false
7185,,,,,,176582,67675,,284.80125,39.217778,6.41,,-0.17,B5IV,0.002,0.012,,false
7186,,,,,,176593,162097,,285.389583,-15.2825,6.32,,1.0,gG6,0.0,0.003,,false
7187,,,,,,176598,18079,,284.106667,65.258056,5.63,,0.95,G8III,-0.028,-0.032,-0.002,false
7188,   Zet CrA,,Zet,,CrA,176638,229461,,285.77875,-42.095278,4.75,,-0.02,B9.5V,0.061,-0.049,0.031,false
7189, NOVA 1899,NO,VA,1,899,,,V1016 Sgr,,,,,,,,,,true
7190,,,,,,176664,245899,,285.989167,-51.018611,5.93,,1.24,K0-1III,0.028,-0.146,,false
7191,,,,,,176668,18082,,284.3225,62.396667,6.45,,0.93,G5IV+G8V,0.006,-0.039,,false
7192, 15Lam Lyr,15,Lam,,Lyr,176670,67682,11641,285.00375,32.145556,4.93,,1.47,K2.5IIIBa0.5,0.013,0.013,-0.003,false
7193, 12    Aql,12,,,Aql,176678,142931,11655,285.42,-5.738889,4.02,,1.09,K1III,-0.019,-0.033,0.021,false
7194, 38Zet Sgr,38,Zet,,Sgr,176687,187600,,285.652917,-29.880278,2.6,,0.08,A2III+A4IV,-0.015,-0.002,0.025,false
7195,,,,,,176704,187599,,285.615417,-24.846944,5.65,,1.23,K3III,-0.022,-0.175,,false
7196,,,,,,176707,31304,,284.748333,50.809444,6.3,,0.98,G8III,0.024,0.018,,false
7197,,,,,,176723,210859,,285.82375,-38.253333,5.74,,0.32,F0IIIn,0.013,0.009,,false
7198,,,,,,176776,104362,,285.272917,19.309722,6.39,R,,K1III,0.018,0.002,,false
7199,,,,,,176795,9286,,283.388333,75.7875,6.22,R,,A1V,0.013,0.024,-0.004,false
7200,,,,,,176819,86704,11659,285.344167,20.833611,6.69,,0.02,B2IV-V,0.007,0.017,,false
7201,,,,,,176844,47993,11652,285.079167,40.684167,6.65,R,,M4IIIa,0.002,-0.011,,false
7202,,,,,,176871,86707,,285.3225,26.291389,5.69,,-0.08,B5V,0.0,-0.011,0.009,false
7203,,,,,,176884,162130,,285.765833,-19.245278,6.05,,1.29,G6III,0.007,0.006,,false
7204,,,,,,176896,67699,,285.23,33.802222,6.01,,0.97,gK0,0.007,0.003,,false
7205,,,,,,176903,162133,,285.779167,-19.103333,6.37,,0.48,F5IV-V,0.007,-0.015,,false
7206,,,,,,176939,86714,,285.395417,25.025833,6.72,R,,K2,-0.001,0.0,,false
7207,,,,,,176971,86716,,285.45625,22.263889,6.4,R,0.16,A4V,0.021,-0.008,,false
7208,,,,,,176981,124184,,285.59,8.374167,6.3,,1.67,K2III,0.026,0.022,,false
7209, 14    Aql,14,,,Aql,176984,142959,,285.727083,-3.698889,5.42,,0.0,A1V,0.023,0.007,,false
7210,,,,,,177003,31311,,285.057083,50.533611,5.38,,-0.18,B2.5IV,0.009,0.005,,false
7211,,,,,,177074,210883,,286.104583,-31.046944,5.5,,0.03,A0IV,0.014,-0.016,,false
7212,,,,,,177109,67721,,285.45125,33.621389,6.39,,-0.12,B5IV,-0.003,0.003,,false
7213,   Rho Tel,,Rho,,Tel,177171,245921,,286.582917,-52.340833,5.16,,0.53,F7V,0.03,-0.118,0.022,false
7214,,,,,,177178,124203,,285.884167,1.818889,5.83,,0.18,A4V,0.006,-0.067,,false
7215, 16    Lyr,16,,,Lyr,177196,48011,11677,285.36,46.934722,5.01,,0.19,A7V,0.02,-0.084,0.036,false
7216,,,,,,177199,104405,,285.719167,19.661111,6.09,,1.34,K1III,0.004,-0.001,,false
7217, 39Omi Sgr,39,Omi,,Sgr,177241,187643,11703,286.170833,-21.741667,3.77,,1.01,G9IIIb,0.08,-0.06,0.044,false
7218, 49    Dra,49,,,Dra,177249,31323,,285.180833,55.658333,5.48,,0.86,G5.5IIbFe-0.5,-0.016,-0.006,,false
7219,,,,,,177332,124219,,286.044583,3.330556,6.73,,0.13,A5m,0.007,0.013,,false
7220,,,,,,177336,142985,V Aql,286.100833,-5.685,6.9,,4.19,C5II,0.02,-0.005,,false
7221,,,,,,177389,254475,,287.469583,-68.424722,5.33,,0.91,G8-K0III-IV,0.145,-0.052,0.03,false
7222,,,,,,177392,86753,LT Vul,285.927083,21.267778,6.52,,0.32,F2III,0.022,-0.021,,false
7223,,,,,,177406,229493,,286.731667,-48.299167,5.97,,-0.02,A0V,0.016,-0.016,,false
7224,,,,,,177410,18103,EE Dra,284.719167,69.531111,6.52,,-0.15,A0pSi,0.005,0.004,,false
7225, 15    Aql,15,,,Aql,177463,142996,,286.24,-4.031389,5.42,,1.12,K1III,0.02,-0.027,0.002,false
7226,   Gam CrA,,Gam,,CrA,177474,210928,,286.604583,-37.063333,4.93,,0.52,F8V,0.096,-0.274,0.054,false
7227,   Gam CrA,,Gam,,CrA,177475,210928,,286.604583,-37.063333,4.99,,0.52,F8V,0.096,-0.274,0.054,false
7228,   Sig Oct,,Sig,,Oct,177482,258857,Sig Oct,317.1925,-88.956389,5.47,,0.27,F0III,0.023,0.005,,false
7229,,,,,,177483,31337,,285.529167,52.261111,6.31,,1.0,G8III,-0.007,-0.026,0.005,false
7230,,,,,,177517,162177,Var?,286.421667,-15.660278,5.97,,-0.02,B9V,0.003,-0.007,,false
7231,,,,,,177552,143003,,286.3275,-1.512778,6.53,,0.35,F1V,-0.003,-0.007,,false
7232,,,,,,177565,210937,,286.71875,-37.810278,6.16,,0.72,G5IV,-0.184,-0.352,0.063,false
7233,,,,,,177693,245937,,287.217083,-55.720278,6.49,,1.1,K1III,0.031,-0.11,,false
7234, 40Tau Sgr,40,Tau,,Sgr,177716,187683,,286.735,-27.670556,3.32,,1.19,K1+IIIb,-0.053,-0.251,0.044,false
7235, 17Zet Aql,17,Zet,,Aql,177724,104461,11724,286.3525,13.863333,2.99,,0.01,A0Vn,-0.005,-0.096,0.045,false
7236, 16Lam Aql,16,Lam,,Aql,177756,143021,,286.562083,-4.8825,3.44,,-0.09,B9Vn,-0.017,-0.09,0.032,false
7237,,,,,,177808,67782,,286.24125,31.744444,5.56,,1.54,M0III,0.076,-0.067,0.018,false
7238,,,,,,177809,67781,,286.242917,30.733333,6.06,,1.55,M2.5IIIab,0.03,-0.022,,false
7239,,,,,,177817,162201,,286.717917,-16.228889,6.03,,-0.04,B8IV,0.021,0.004,,false
7240,,,,,,177846,187701,,286.87875,-28.636944,6.04,,1.61,K3III,0.008,-0.01,,false
7241,,,,,,177863,162204,11743,286.785417,-18.737778,6.29,,-0.04,B8III,0.019,-0.004,,false
7242,   Del CrA,,Del,,CrA,177873,229513,,287.087083,-40.496667,4.59,,1.09,K1III,0.037,-0.026,0.016,false
7243,,,,,,177940,124266,R Aql,286.5925,8.23,6.09,,1.6,M7IIIe,0.006,-0.071,,false
7244,,,,,,178003,86796,,286.44625,29.921667,6.31,,1.65,M0III,-0.005,-0.009,,false
7245,,,,,,178065,124282,,286.787917,0.641667,6.56,,0.05,B9III,0.003,0.009,,false
7246,,,,,,178075,187718,,287.060833,-24.656944,6.3,,0.04,B9III,0.018,0.005,,false
7247,,,,,,178089,9296,,284.488333,77.050833,6.54,,0.38,F2V,-0.039,-0.064,,false
7248, 18    Aql,18,,,Aql,178125,104488,Y Aql,286.744167,11.071389,5.09,,-0.07,B8III,0.005,-0.026,0.016,false
7249,,,,,,178175,162229,V4024 Sgr,287.069583,-19.29,5.54,,-0.11,B2Ve,0.006,0.008,,false
7250,,,,,,178187,86817,,286.66,24.250833,5.77,,0.09,A4III,0.055,0.015,,false
7251, 51    Dra,51,,,Dra,178207,31371,,286.23,53.396667,5.38,,-0.01,A0Vn,-0.003,0.025,0.023,false
7252,,,,,,178208,48071,,286.29125,49.923333,6.43,R,,K3III,-0.004,0.014,,false
7253,,,,,,178233,86819,,286.657083,28.628611,5.55,,0.29,F0III,0.076,0.085,0.025,false
7254,   Alp CrA,,Alp,,CrA,178253,210990,,287.367917,-37.904444,4.11,,0.04,A2V,0.084,-0.098,0.036,false
7255,,,,,,178254,210994,,287.415417,-39.828056,6.46,,1.06,K0III,-0.001,-0.049,,false
7256,,,,,,178299,210996,,287.401667,-36.164722,6.56,,-0.02,A0IV,-0.008,-0.013,,false
7257,,,,,,178322,229531,,287.490833,-41.8925,5.88,,-0.08,B6V+F1IV,0.01,-0.02,,false
7258,,,,,,178329,48084,,286.570833,41.413889,6.49,,-0.15,B3V,0.003,-0.002,,false
7259,   Bet CrA,,Bet,,CrA,178345,211005,,287.507083,-39.340833,4.11,,1.2,K0II,0.003,-0.038,0.016,false
7260,,,,,,178428,104511,Var?,286.98875,16.853333,6.07,,0.7,G5V,0.06,-0.306,0.059,false
7261, 17    Lyr,17,,,Lyr,178449,67835,,286.856667,32.501667,5.23,,0.34,F0V,0.13,0.023,0.017,false
7262, 18Iot Lyr,18,Iot,,Lyr,178475,67834,,286.825417,36.100278,5.28,,-0.11,B6IV,0.001,-0.004,,false
7263,,,,,,178476,86843,,287.015,21.698889,6.23,,0.4,F3V,0.051,0.074,0.008,false
7264, 41Pi  Sgr,41,Pi,,Sgr,178524,187756,11769,287.440833,-21.023611,2.89,,0.35,F2II,0.0,-0.035,0.026,false
7265,,,,,,178555,162260,,287.450417,-19.803611,6.13,,1.16,K1III,0.02,-0.079,0.004,false
7266, 19    Aql,19,,,Aql,178596,124318,,287.249583,6.073333,5.22,,0.35,F0III-IV,-0.006,-0.076,0.032,false
7267,,,,,,178619,104524,,287.1675,16.851389,6.48,,0.52,F5IV-V,-0.036,-0.104,0.018,false
7268,,,,,,178628,211017,,287.7575,-39.005,6.36,,0.01,B7IIIMn,-0.011,-0.018,,false
7269,,,,,,178744,143087,,287.465,-0.428056,6.34,,-0.04,B5Vn,0.006,-0.006,,false
7270,,,,,,178840,187786,,287.82875,-29.502222,6.3,,-0.04,B9,0.033,-0.018,,false
7271,,,,,,178845,245976,,288.192083,-50.486389,6.13,,0.95,G8III,0.04,-0.044,,false
7272,,,,,,178911,67879,,287.268333,34.600556,6.74,,0.63,G1V,0.053,0.195,0.025,false
7273,,,,,,178937,211037,,288.040833,-37.582778,6.57,,1.02,G2III,0.01,0.008,,false
7274,   Tau Pav,,Tau,,Pav,179009,254508,,289.11875,-69.190556,6.27,,0.17,A6IV-V,0.0,-0.024,,false
7275,,,,,,179094,31413,V1762 Cyg,287.1075,52.425556,5.81,,1.09,K1IV,-0.099,-0.059,0.002,false
7276,,,,,,179201,187816,,288.116667,-21.658056,6.41,,1.13,gG8,0.027,-0.012,,false
7277,,,,,,179323,187835,,288.307083,-25.906667,5.8,,1.38,K1I,-0.002,-0.006,,false
7278,,,,,,179366,254515,,289.3,-66.661389,5.53,,0.18,A5V+A8V,-0.002,-0.021,,false
7279, 20    Aql,20,,,Aql,179406,143134,11808,288.169583,-7.939444,5.34,,0.13,B3V,0.016,-0.006,,false
7280,,,,,,179422,86912,,287.87875,26.735833,6.36,,0.41,F5V,0.023,-0.036,,false
7281,,,,,,179433,229573,,288.665417,-45.193333,5.92,,0.9,G8III,0.059,-0.036,0.022,false
7282,,,,,,179497,162326,11815,288.314583,-12.2825,5.51,,1.44,gK4,0.012,-0.027,,false
7283, 19    Lyr,19,,,Lyr,179527,67946,V471 Lyr,287.941667,31.283333,5.98,,-0.07,B9pSi,-0.002,-0.003,,false
7284,,,,,,179583,48168,,287.84625,40.429167,6.18,,0.09,A3V,0.0,-0.023,,false
7285,,,,,,179588,104602,,288.143333,16.846389,6.73,,-0.01,B9IV,-0.006,-0.015,0.007,false
7286,,,,,,179648,86930,,288.152917,21.554444,5.93,R,0.03,A2Vn,0.005,-0.002,,false
7287, 21    Aql,21,,,Aql,179761,124408,V1288 Aql,288.427917,2.293611,5.15,,-0.07,B8II-III,0.009,-0.003,0.009,false
7288,,,,,,179791,124410,11827,288.43375,5.515833,6.49,,0.09,A2Vp,0.016,-0.006,,false
7289,,,,,,179886,229584,,289.090417,-45.466389,5.4,,1.35,K3III,-0.003,0.002,0.01,false
7290, 55    Dra,55,,,Dra,179933,18187,,287.440833,65.978611,6.25,,0.0,A0V,0.001,0.03,,false
7291,,,,,,179949,187883,,288.888333,-24.179167,6.25,,0.54,F9V,0.116,-0.095,0.023,false
7292, 42Psi Sgr,42,Psi,,Sgr,179950,187882,,288.885,-25.256667,4.85,,0.56,G8:III+A8V,0.045,-0.025,0.005,false
7293,,,,,,179957,48192,,288.019167,49.854167,6.75,,0.65,G4V,-0.19,0.637,0.044,false
7294,,,,,,179958,48193,,288.020833,49.856111,6.57,,0.65,G4V,-0.21,0.635,0.044,false
7295, 53    Dra,53,,,Dra,180006,31468,11819,287.91875,56.859167,5.12,,1.01,G8III,0.039,0.048,0.012,false
7296,,,,,,180093,211117,RY Sgr,289.136667,-33.521667,6.25,,0.02,"G0Ipe(C1,0)",0.012,0.024,,false
7297,,,,,,180134,246017,,289.539167,-53.386667,6.38,,0.49,F7V,-0.013,-0.065,,false
7298, 20Eta Lyr,20,Eta,,Lyr,180163,68010,11839,288.439583,39.146111,4.39,,-0.15,B2.5IV,0.004,0.002,0.002,false
7299,,,,,,180242,86981,,288.760833,20.203333,6.0,,0.88,G8III,-0.012,0.0,,false
7300,,,,,,180262,104655,,288.83375,15.083611,5.57,,1.07,G8II-III,0.002,-0.011,,false
7301,  1    Sge,1,,,Sge,180317,86987,,288.8225,21.232222,5.64,,0.11,A4V,0.039,0.012,,false
7302,,,,,,180450,68040,,288.853333,30.526389,5.85,,1.67,M0III,0.029,-0.023,,false
7303, 22    Aql,22,,,Aql,180482,124455,,289.129167,4.834722,5.59,,0.08,A3IV,0.015,-0.016,0.016,false
7304, 43    Sgr,43,,,Sgr,180540,162413,,289.40875,-18.953056,4.96,,1.02,G8II-III,-0.012,-0.014,0.006,false
7305,,,,,,180553,87005,,288.9875,27.455556,6.54,,-0.06,B8V,0.007,-0.018,0.002,false
7306,  1    Vul,1,,,Vul,180554,87010,11866,289.054167,21.390278,4.77,,-0.05,B4IV,0.0,-0.009,0.017,false
7307,,,,,,180555,104668,,289.111667,14.544722,5.63,,-0.02,B9.5V,0.01,0.009,0.021,false
7308,,,,,,180583,87008,V473 Lyr,288.9975,27.926944,6.16,,0.61,F6Ib-II,0.001,0.022,,false
7309, 54    Dra,54,,,Dra,180610,31497,,288.48,57.705,4.99,,1.16,K2III,-0.01,-0.07,0.025,false
7310, 57Del Dra,57,Del,,Dra,180711,18222,,288.13875,67.661667,3.07,,1.0,G9III,0.094,0.093,0.032,false
7311,,,,,,180756,48247,,288.830417,50.070833,6.27,R,,G8III,0.005,-0.003,,false
7312, 59    Dra,59,,,Dra,180777,9341,11824,287.290833,76.560556,5.13,,0.31,A9V,0.047,-0.123,0.049,false
7313,,,,,,180782,124478,,289.450833,2.031667,6.19,,0.02,A1Vn,-0.004,-0.03,,false
7314, 21The Lyr,21,The,,Lyr,180809,68065,11873,289.092083,38.133611,4.36,,1.26,K0+II,-0.001,0.004,0.013,false
7315, 25Ome1Aql,25,Ome,1,Aql,180868,104691,,289.454167,11.595278,5.28,,0.2,F0IV,0.003,0.013,0.014,false
7316,,,,,,180885,211175,,289.916667,-35.421389,5.59,,-0.13,B3V,0.007,-0.013,,false
7317,,,,,,180928,162462,,289.750417,-15.536389,6.06,,1.43,K3III,-0.091,-0.267,0.041,false
7318,  2    Vul,2,,,Vul,180968,87036,ES Vul,289.431667,23.025556,5.43,,0.02,B0.5IV,0.001,-0.005,0.007,false
7319, 23    Aql,23,,,Aql,180972,124487,11889,289.635417,1.085278,5.1,,1.15,K2II-III,0.01,0.019,0.003,false
7320,,,,,,181019,254551,,291.0225,-68.371111,6.34,,1.23,K2III,-0.026,-0.003,,false
7321, 24    Aql,24,,,Aql,181053,124492,,289.712083,0.339167,6.41,,1.05,K0-IIIa:Ba0.4CH1,0.012,0.012,0.01,false
7322,,,,,,181096,48278,,289.214167,46.999167,6.0,,0.44,F6IV:,-0.008,0.295,0.018,false
7323,,,,,,181109,211191,,290.109167,-31.817778,6.58,,1.67,M0III,-0.004,0.004,,false
7324,,,,,,181119,68095,,289.503333,31.022222,6.68,,0.08,A3V,-0.004,0.02,,false
7325,,,,,,181122,124497,,289.719583,9.618056,6.32,,1.05,G9III,0.003,-0.039,,false
7326,,,,,,181182,104711,U Sge,289.702083,19.610556,6.58,,0.03,B8III+K:,0.022,0.002,,false
7327,,,,,,181240,187992,,290.15875,-22.4025,5.58,,0.27,F0III:,-0.015,0.035,,false
7328,  1Kap Cyg,1,Kap,,Cyg,181276,31537,11886,289.275833,53.368611,3.77,,0.96,G9III,0.059,0.125,0.024,false
7329,   Eta Tel,,Eta,,Tel,181296,246055,,290.712917,-54.423611,5.05,,0.02,A0Vn,0.015,-0.072,0.02,false
7330,,,,,,181321,211206,,290.374583,-34.983889,6.48,,0.63,G5V,0.106,-0.099,,false
7331, 28    Aql,28,,,Aql,181333,104722,V1208 Aql,289.91375,12.374722,5.53,,0.26,F0III,0.008,0.021,0.004,false
7332, 29Ome2Aql,29,Ome,2,Aql,181383,104728,,289.970833,11.535,6.02,,0.08,A2V,0.042,0.026,0.001,false
7333, 26    Aql,26,,,Aql,181391,143286,,290.137083,-5.415833,5.01,,0.92,G8III-IV,0.116,0.048,0.03,false
7334,,,,,,181401,229643,,290.54,-42.016111,6.34,,1.14,K1III,-0.05,-0.034,,false
7335,,,,,,181409,68125,,289.765833,33.388889,6.6,,-0.19,B2IVe,-0.01,-0.033,,false
7336, 27    Aql,27,,,Aql,181440,143292,,290.14875,-0.892222,5.49,,-0.04,B9III,0.006,0.006,0.008,false
7337,   Bet1Sgr,,Bet,1,Sgr,181454,229646,,290.659583,-44.458889,4.01,,-0.1,B9V,0.009,-0.02,,false
7338,,,,,,181470,68129,,289.755,37.445278,6.22,R,-0.03,A0III,0.014,0.017,,false
7339,,,,,,181558,162511,,290.404583,-19.234167,6.26,,-0.1,B5V,0.007,-0.001,,false
7340, 44Rho1Sgr,44,Rho,1,Sgr,181577,162512,Rho1 Sgr,290.418333,-17.847222,3.93,,0.22,F0IV-V,-0.024,0.024,0.042,false
7341,,,,,,181597,48315,,289.657083,49.569722,6.31,,1.12,K1III,0.01,0.054,0.003,false
7342, 46Ups Sgr,46,Ups,,Sgr,181615,162518,Ups Sgr,290.431667,-15.955,4.61,,0.1,B2Vpe+A2IaShell,0.002,-0.006,,false
7343,   Bet2Sgr,,Bet,2,Sgr,181623,229654,,290.805,-44.799722,4.29,,0.34,F2III,0.097,-0.054,0.03,false
7344, 45Rho2Sgr,45,Rho,2,Sgr,181645,162521,,290.462083,-18.308333,5.87,,1.06,gG9,0.102,-0.092,,false
7345,,,,,,181655,68144,,289.912083,37.330556,6.31,,0.68,G8V,-0.066,-0.187,0.038,false
7346,,,,,,181828,68164,,290.137917,35.186111,6.31,,-0.12,B9V,0.014,0.006,,false
7347,,,,,,181858,143321,,290.58625,-8.201111,6.31,,-0.1,B3IVp,-0.013,-0.024,,false
7348,   Alp Sgr,,Alp,,Sgr,181869,229659,,290.971667,-40.616111,3.97,,-0.1,B8V,0.03,-0.123,,false
7349,,,,,,181907,143324,,290.589583,-0.2525,5.83,,1.09,gG8,0.061,-0.025,,false
7350,,,,,,181925,229660,,291.089167,-43.723056,6.17,,1.6,M1-2III,0.024,-0.037,,false
7351,,,,,,181960,31574,,289.902083,54.376111,6.26,,0.03,A1V,0.018,-0.025,,false
7352, 60Tau Dra,60,Tau,,Dra,181984,9366,11898,288.8875,73.355556,4.45,,1.25,K2+IIIbCN1Fe1,-0.14,0.107,0.015,false
7353,,,,,,182038,143340,,290.769167,-7.400278,6.32,,1.45,K0,0.042,-0.007,,false
7354,,,,,,182101,124564,,290.701667,9.913056,6.35,,0.44,F6V,0.011,0.109,,false
7355,,,,,,182180,188079,,291.125417,-27.865556,6.04,,-0.13,B2Vn,0.004,-0.001,,false
7356,,,,,,182190,31587,,290.067083,57.645278,5.91,,1.58,M1IIIab,0.023,0.011,,false
7357,,,,,,182239,104779,,290.784167,14.921111,6.64,,0.27,F1V,-0.027,-0.009,,false
7358,  3    Vul,3,,,Vul,182255,87136,11966,290.712083,26.2625,5.18,,-0.12,B6III,-0.001,-0.01,,false
7359,,,,,,182272,68215,,290.639167,33.518056,6.06,,1.03,K0III,0.008,-0.033,,false
7360,,,,,,182286,188093,,291.267083,-29.309167,5.93,,1.26,K3III,0.002,-0.051,,false
7361,,,,,,182308,18287,,289.942083,64.390833,6.52,,-0.04,B9IVpHgMn,-0.002,0.01,,false
7362, 47Chi1Sgr,47,Chi,1,Sgr,182369,188101,,291.31875,-24.508611,5.03,,0.23,Am,0.056,-0.054,0.035,false
7363, 49Chi3Sgr,49,Chi,3,Sgr,182416,188105,11992,291.37375,-23.962222,5.43,,1.43,K4III,-0.014,-0.005,,false
7364,,,,,,182422,87148,,290.945417,20.264444,6.4,,0.01,B9.5V,-0.007,0.008,,false
7365,,,,,,182440,31604,,290.355833,57.766944,6.43,R,,K2,0.021,0.042,,false
7366,,,,,,182475,143373,,291.256667,-4.884167,6.52,,0.33,A9V,0.054,0.015,,false
7367,,,,,,182477,162595,,291.34,-13.896944,5.69,,1.43,K3III,0.057,0.066,,false
7368,,,,,,182488,68239,,290.891667,33.222222,6.37,,0.81,G8V,0.085,0.168,0.057,false
7369,  2    Sge,2,,,Sge,182490,104797,,291.092083,16.937778,6.25,,0.08,A2III-IV,-0.003,-0.011,,false
7370,,,,,,182509,246110,,291.950417,-54.325278,5.69,,1.4,K4III,-0.006,0.009,,false
7371, 58Pi  Dra,58,Pi,,Dra,182564,18299,,290.167083,65.714722,4.59,,0.02,A2III s,0.012,0.045,0.02,false
7372,  2    Cyg,2,,,Cyg,182568,87159,,291.031667,29.621389,4.97,,-0.1,B3IV,0.013,0.013,,false
7373, 31    Aql,31,,,Aql,182572,104807,11994,291.2425,11.944444,5.16,,0.77,G8IVHdel 1,0.722,0.643,0.059,false
7374,,,,,,182618,87165,,291.093333,28.087778,6.53,,-0.08,B5V,-0.021,0.003,,false
7375, 50    Sgr,50,,,Sgr,182629,188121,,291.58,-21.776667,5.59,,1.22,K3III,0.04,-0.005,,false
7376,,,,,,182635,68258,,291.025417,36.451944,6.36,R,,K1III,0.01,0.077,,false
